bjd,rv_ms,rv_err_ms,instrument
2456557.503850,-1.740,1.360,HARPS-N
2456562.436670,-3.580,2.140,HARPS-N
2456563.374017,-1.810,1.060,HARPS-N
2456563.473584,-0.160,1.290,HARPS-N
2456565.353721,-2.150,1.180,HARPS-N
2456565.483359,-0.310,0.920,HARPS-N
2456567.348359,2.890,0.850,HARPS-N
2456571.345527,-3.000,1.570,HARPS-N
2456571.455810,-0.330,1.540,HARPS-N
2456573.344825,-2.440,0.950,HARPS-N
2456573.457221,-3.430,1.110,HARPS-N
2456580.343117,-1.320,1.050,HARPS-N
2456580.436677,-0.910,1.110,HARPS-N
2456582.330055,-2.720,0.890,HARPS-N
2456582.377546,-3.050,1.120,HARPS-N
2456584.359929,-3.390,1.050,HARPS-N
2456584.428603,-0.820,1.280,HARPS-N
2457225.707995,7.110,2.390,HARPS-N
2457527.535971,-4.330,2.250,HARPS-N
2457559.662710,7.500,1.290,HARPS-N
2457890.591337,4.860,2.110,HARPS-N
2457893.644677,3.310,1.120,HARPS-N
2457894.655787,3.020,1.010,HARPS-N
2457895.606658,5.460,0.980,HARPS-N
2457895.711720,4.180,1.020,HARPS-N
2457896.645369,2.890,1.030,HARPS-N
2457897.659009,1.040,1.030,HARPS-N
2457898.622795,1.970,0.960,HARPS-N
2457905.583392,5.610,1.170,HARPS-N
2457913.470922,-6.380,1.250,HARPS-N
2457915.523500,1.470,1.340,HARPS-N
2457916.600946,-1.120,1.400,HARPS-N
2457930.666619,8.690,2.460,HARPS-N
2457931.682387,1.610,2.270,HARPS-N
2457932.682401,-7.580,1.510,HARPS-N
2457933.661583,-4.670,1.200,HARPS-N
2457934.621880,-8.420,1.190,HARPS-N
2457935.627539,-4.140,1.550,HARPS-N
2457936.636202,-0.170,1.700,HARPS-N
2457937.559121,0.050,1.200,HARPS-N
2457942.547009,-2.880,1.430,HARPS-N
2457943.636691,-5.520,1.850,HARPS-N
2457949.629427,-4.130,1.710,HARPS-N
2457950.617554,-2.260,1.680,HARPS-N
2457952.550295,4.340,1.500,HARPS-N
2457952.663178,-1.590,1.760,HARPS-N
2457953.557180,-2.210,1.070,HARPS-N
2457953.661941,-2.660,1.170,HARPS-N
2457954.466944,0.550,1.230,HARPS-N
2457954.641958,-2.980,1.500,HARPS-N
2457971.577609,-0.400,1.500,HARPS-N
2457972.439393,-1.740,1.540,HARPS-N
2457975.541959,-6.760,1.530,HARPS-N
2457976.462143,-1.610,1.220,HARPS-N
2457989.460578,1.030,1.100,HARPS-N
2457992.492202,-2.130,1.740,HARPS-N
2457993.505698,7.180,2.030,HARPS-N
2457994.486875,5.930,1.160,HARPS-N
2457995.421999,5.930,1.470,HARPS-N
2457996.388223,-0.120,1.970,HARPS-N
2457996.466931,1.750,2.340,HARPS-N
2457999.386678,4.560,1.360,HARPS-N
2457999.485030,2.610,1.580,HARPS-N
2458000.394168,9.680,1.530,HARPS-N
2458001.397145,-5.640,1.100,HARPS-N
2458001.546286,-0.620,1.910,HARPS-N
2458022.427148,-6.980,1.280,HARPS-N
2458025.500388,-0.350,1.020,HARPS-N
2458026.394743,-1.750,0.980,HARPS-N
2458047.407361,0.760,1.420,HARPS-N
2458052.355603,1.160,1.150,HARPS-N
2458591.704642,3.220,1.140,HARPS-N
2458592.686433,3.160,1.580,HARPS-N
2458593.700753,1.040,1.280,HARPS-N
2458594.678646,-0.010,1.440,HARPS-N
2458595.677816,3.320,1.310,HARPS-N
2458596.673238,5.710,1.690,HARPS-N
2458597.656695,2.050,1.250,HARPS-N
2458598.680568,-0.310,0.920,HARPS-N
2458604.696074,-0.330,1.210,HARPS-N
2458605.661486,-0.340,1.010,HARPS-N
2458606.647637,0.890,1.130,HARPS-N
2458607.651150,-6.600,1.020,HARPS-N
2458608.648013,0.380,1.340,HARPS-N
2458609.692194,-1.290,1.400,HARPS-N
2458611.671181,-4.140,1.210,HARPS-N
2458612.646856,-3.740,1.400,HARPS-N
2458614.705941,-3.230,1.130,HARPS-N
2458615.706911,1.390,1.520,HARPS-N
2458616.597223,-2.030,1.230,HARPS-N
2458617.591150,1.930,1.270,HARPS-N
2458618.647780,-3.400,1.370,HARPS-N
2458620.681310,-4.290,2.060,HARPS-N
2458623.587422,3.230,1.220,HARPS-N
2458624.563103,1.840,1.700,HARPS-N
2458625.572029,0.520,1.250,HARPS-N
2458640.562603,-0.330,1.490,HARPS-N
2458641.512778,-4.620,1.580,HARPS-N
2458642.579393,-0.250,1.420,HARPS-N
2458643.563312,2.730,1.230,HARPS-N
2458644.591545,4.070,1.220,HARPS-N
2458645.501820,-4.620,1.560,HARPS-N
2458646.655427,4.740,1.380,HARPS-N
2458647.522081,3.280,1.020,HARPS-N
2458651.520505,-2.690,1.140,HARPS-N
2458653.536060,2.590,1.200,HARPS-N
2458654.506654,-0.430,1.060,HARPS-N
2458655.651643,-3.300,1.040,HARPS-N
2458678.648033,4.900,1.370,HARPS-N
2458679.483031,5.810,1.400,HARPS-N
2458681.582430,-5.740,1.480,HARPS-N
2458682.597893,-2.390,1.100,HARPS-N
2458683.586170,-1.830,1.010,HARPS-N
2458714.493638,0.470,1.030,HARPS-N
2458715.531447,3.250,1.590,HARPS-N
2458719.413890,1.120,1.700,HARPS-N
2458723.412179,-1.590,0.950,HARPS-N
2458736.357490,-0.730,1.120,HARPS-N
2458737.428364,-0.820,1.030,HARPS-N
2458738.487094,-3.120,1.090,HARPS-N
2458739.414438,-5.090,1.960,HARPS-N
2458740.468041,-0.960,1.130,HARPS-N
2458741.423050,1.350,1.180,HARPS-N
2458745.442394,-0.270,1.010,HARPS-N
2458746.436810,2.270,1.130,HARPS-N
2458747.430289,0.470,1.150,HARPS-N
2459037.664747,-1.660,2.030,HARPS-N
2459038.666537,8.750,2.270,HARPS-N
2459039.667790,8.610,1.700,HARPS-N
2459040.673537,3.550,1.870,HARPS-N
2459050.666955,0.850,1.190,HARPS-N
2459051.586642,-0.030,1.530,HARPS-N
2459069.682589,1.430,1.220,HARPS-N
2459070.610591,2.040,1.390,HARPS-N
2459072.583722,-2.020,1.380,HARPS-N
2459075.587581,5.720,1.970,HARPS-N
2459076.580960,4.750,1.600,HARPS-N
2459077.610285,2.210,1.330,HARPS-N
2459078.587452,1.430,1.060,HARPS-N
2459079.567969,1.030,1.210,HARPS-N
2459091.567920,4.050,1.680,HARPS-N
2459092.526995,2.130,1.900,HARPS-N
2459094.491376,-3.920,1.190,HARPS-N
2459095.516252,-3.830,1.240,HARPS-N
2459096.519878,-0.350,1.070,HARPS-N
2459097.548661,4.330,1.320,HARPS-N
2459098.483677,-0.730,1.180,HARPS-N
2459099.534891,-0.070,1.530,HARPS-N
2459111.483848,-1.870,1.150,HARPS-N
2459112.340722,-2.900,1.530,HARPS-N
2459125.400191,3.700,1.440,HARPS-N
2459126.402379,6.610,1.830,HARPS-N
2459127.427266,10.640,1.510,HARPS-N
2459130.391428,2.140,2.410,HARPS-N
2459153.369981,-5.450,1.460,HARPS-N
2459154.356597,1.470,2.110,HARPS-N
2459157.338592,-6.320,1.940,HARPS-N
2459189.320094,-2.260,2.290,HARPS-N
2459190.307266,-0.690,1.480,HARPS-N
