bjd,rv_ms,rv_err_ms,instrument
2459119.740739,8261.180,1.800,HARPS-N
2459120.752061,8266.840,1.450,HARPS-N
2459126.749713,8258.930,2.240,HARPS-N
2459127.764927,8261.190,1.550,HARPS-N
2459130.754925,8265.920,2.340,HARPS-N
2459133.770202,8266.330,1.390,HARPS-N
2459156.756061,8269.140,1.640,HARPS-N
2459169.696408,8276.860,2.640,HARPS-N
2459170.733552,8263.790,1.070,HARPS-N
2459189.787624,8273.800,1.290,HARPS-N
2459190.795246,8267.390,1.790,HARPS-N
2459191.767622,8267.160,1.030,HARPS-N
2459203.658690,8276.400,1.400,HARPS-N
2459212.604419,8271.030,1.420,HARPS-N
2459229.739884,8270.930,3.470,HARPS-N
2459235.701950,8273.980,1.440,HARPS-N
2459237.643148,8272.510,1.350,HARPS-N
2459240.661347,8279.290,1.130,HARPS-N
2459246.615101,8278.130,1.400,HARPS-N
2459247.637552,8276.450,1.200,HARPS-N
2459253.660875,8276.950,1.130,HARPS-N
2459255.619562,8277.970,1.190,HARPS-N
2459277.488647,8281.670,1.020,HARPS-N
2459286.574324,8277.320,1.630,HARPS-N
2459288.553355,8284.320,1.220,HARPS-N
2459289.493316,8281.110,1.160,HARPS-N
2459295.546214,8289.090,2.600,HARPS-N
2459303.545257,8289.170,2.580,HARPS-N
2459306.530587,8285.500,1.350,HARPS-N
2459307.487307,8282.880,0.960,HARPS-N
2459330.520232,8290.010,1.560,HARPS-N
2459332.511371,8294.390,1.210,HARPS-N
2459349.352925,8289.020,2.040,HARPS-N
2459371.363797,8298.000,2.750,HARPS-N
2459381.381710,8304.400,1.640,HARPS-N
2459516.776116,8315.930,1.240,HARPS-N
